year,julian-day,standard-time,E-MD,GW,K-plant,P-MD,P-PD,leaftemp,treatment
2023,201,12,,,,0.04631294515455575,,,
2023,201,15,0.8044352055945835,13.416407864998735,0.043241877850065676,,,,
2023,201,16,0.8044352055945835,13.416407864998735,0.043241877850065676,,,,
2023,201,17,0.8044352055945835,13.416407864998735,0.043241877850065676,,,,
2023,201,3,,,,,0.03169297153067924,,
2023,201,4,,,,,0.03169297153067924,,
2023,201,5,,,,,0.03169297153067924,,
2023,201,7,0.7751412774456021,18.055470085267785,0.04461546816968303,,,,
2023,201,8,0.7751412774456021,18.055470085267785,0.04461546816968303,,,,
2023,201,9,0.7751412774456021,18.055470085267785,0.04461546816968303,,,,
2023,202,12,,,,0.03576531692487629,,,
2023,202,15,0.8440803016037962,15.506271132817341,0.036485552696314684,,,,
2023,202,16,0.8440803016037962,15.506271132817341,0.036485552696314684,,,,
2023,202,17,0.8440803016037962,15.506271132817341,0.036485552696314684,,,,
2023,202,3,,,,,0.055795208245492674,,
2023,202,4,,,,,0.055795208245492674,,
2023,202,5,,,,,0.055795208245492674,,
2023,202,7,0.5140445289834119,21.18962010041709,0.02022267704006239,,,,
2023,202,8,0.5140445289834119,21.18962010041709,0.02022267704006239,,,,
2023,202,9,0.5140445289834119,21.18962010041709,0.02022267704006239,,,,
2023,221,12,,,,0.03290390047800815,,,
2023,221,15,1.2745642392598342,31.559467676119002,0.11754548055965398,,,,
2023,221,16,1.2745642392598342,31.559467676119002,0.11754548055965398,,,,
2023,221,17,1.2745642392598342,31.559467676119002,0.11754548055965398,,,,
2023,221,3,,,,,0.10606915982823031,,
2023,221,4,,,,,0.10606915982823031,,
2023,221,5,,,,,0.10606915982823031,,
2023,221,7,0.4209940617158393,20.09975124224178,0.06571986001202376,,,,
2023,221,8,0.4209940617158393,20.09975124224178,0.06571986001202376,,,,
2023,221,9,0.4209940617158393,20.09975124224178,0.06571986001202376,,,,
2023,222,12,,,,0.06044745434542388,,,
2023,222,15,0.36755362420559345,9.480975102218594,0.020168980583504404,,,,
2023,222,16,0.36755362420559345,9.480975102218594,0.020168980583504404,,,,
2023,222,17,0.36755362420559345,9.480975102218594,0.020168980583504404,,,,
2023,222,3,,,,,0.04136423575989286,,
2023,222,4,,,,,0.04136423575989286,,
2023,222,5,,,,,0.04136423575989286,,
2023,222,7,0.4445192159325998,15.832456116050555,0.0278044960393099,,,,
2023,222,8,0.4445192159325998,15.832456116050555,0.0278044960393099,,,,
2023,222,9,0.4445192159325998,15.832456116050555,0.0278044960393099,,,,
2023,228,12,,,,0.05792735923006002,,,
2023,228,15,0.6172614248976416,12.948616399703354,0.028690765064738166,,,,
2023,228,16,0.6172614248976416,12.948616399703354,0.028690765064738166,,,,
2023,228,17,0.6172614248976416,12.948616399703354,0.028690765064738166,,,,
2023,228,3,,,,,0.05045268758163956,,
2023,228,4,,,,,0.05045268758163956,,
2023,228,5,,,,,0.05045268758163956,,
2023,228,7,0.5904871811573144,20.278614899006843,0.0284769107250847,,,,
2023,228,8,0.5904871811573144,20.278614899006843,0.0284769107250847,,,,
2023,228,9,0.5904871811573144,20.278614899006843,0.0284769107250847,,,,
2023,229,12,,,,0.03751147972436053,,,
2023,229,15,1.2385862908978122,25.76819745345025,0.041942341374796896,,,,
2023,229,16,1.2385862908978122,25.76819745345025,0.041942341374796896,,,,
2023,229,17,1.2385862908978122,25.76819745345025,0.041942341374796896,,,,
2023,229,3,,,,,0.09256829310778548,,
2023,229,4,,,,,0.09256829310778548,,
2023,229,5,,,,,0.09256829310778548,,
2023,229,7,0.5866975370665877,23.323807579381203,0.03811115322317077,,,,
2023,229,8,0.5866975370665877,23.323807579381203,0.03811115322317077,,,,
2023,229,9,0.5866975370665877,23.323807579381203,0.03811115322317077,,,,
2023,235,12,,,,0.05285619904777278,,,
2023,235,15,0.7472255348955894,18.439088914585774,0.052531895073374225,,,,
2023,235,16,0.7472255348955894,18.439088914585774,0.052531895073374225,,,,
2023,235,17,0.7472255348955894,18.439088914585774,0.052531895073374225,,,,
2023,235,3,,,,,0.05916455395289011,,
2023,235,4,,,,,0.05916455395289011,,
2023,235,5,,,,,0.05916455395289011,,
2023,235,7,0.23455063419227834,9.273618495495702,0.04208491416172782,,,,
2023,235,8,0.23455063419227834,9.273618495495702,0.04208491416172782,,,,
2023,235,9,0.23455063419227834,9.273618495495702,0.04208491416172782,,,,
2023,236,12,,,,0.03780072402536894,,,
2023,236,15,0.3391846432582439,7.951240294584374,0.018478936958361836,,,,
2023,236,16,0.3391846432582439,7.951240294584374,0.018478936958361836,,,,
2023,236,17,0.3391846432582439,7.951240294584374,0.018478936958361836,,,,
2023,236,3,,,,,0.027362094410448845,,
2023,236,4,,,,,0.027362094410448845,,
2023,236,5,,,,,0.027362094410448845,,
2023,236,7,0.36286146729081675,15.919938581679403,0.021839413911549924,,,,
2023,236,8,0.36286146729081675,15.919938581679403,0.021839413911549924,,,,
2023,236,9,0.36286146729081675,15.919938581679403,0.021839413911549924,,,,
2023,240,12,,,,0.05673833003568306,,,
2023,240,15,0.3800431888573,5.839112783226412,0.016239868636578725,,,,
2023,240,16,0.3800431888573,5.839112783226412,0.016239868636578725,,,,
2023,240,17,0.3800431888573,5.839112783226412,0.016239868636578725,,,,
2023,240,3,,,,,0.09574005812698638,,
2023,240,4,,,,,0.09574005812698638,,
2023,240,5,,,,,0.09574005812698638,,
2023,249,12,,,,0.1629232948353304,,,
2023,249,3,,,,,0.14386104406683553,,
2023,249,4,,,,,0.14386104406683553,,
2023,249,5,,,,,0.14386104406683553,,
2023,249,7,0.4513690286229218,23.748684174075834,0.04345733539921655,,,,
2023,249,8,0.4513690286229218,23.748684174075834,0.04345733539921655,,,,
2023,249,9,0.4513690286229218,23.748684174075834,0.04345733539921655,,,,
2023,250,12,,,,0.07829360694775075,,,
2023,250,3,,,,,0.05021730556071062,,
2023,250,4,,,,,0.05021730556071062,,
2023,250,5,,,,,0.05021730556071062,,
2023,250,7,0.3752286710201601,11.571036638473185,0.01905967237680415,,,,
2023,250,8,0.3752286710201601,11.571036638473185,0.01905967237680415,,,,
2023,250,9,0.3752286710201601,11.571036638473185,0.01905967237680415,,,,
2023,252,12,,,,0.077857419542249,,,
2023,252,15,0.4062720958582018,7.3807987695228805,0.022353622624631662,,,,
2023,252,16,0.4062720958582018,7.3807987695228805,0.022353622624631662,,,,
2023,252,17,0.4062720958582018,7.3807987695228805,0.022353622624631662,,,,
2023,252,3,,,,,0.08079839696665371,,
2023,252,4,,,,,0.08079839696665371,,
2023,252,5,,,,,0.08079839696665371,,
2023,263,12,,,,0.08465222974027325,,,
2023,263,15,0.6799808820841952,17.88854381999832,0.024850754515708375,,,,
2023,263,16,0.6799808820841952,17.88854381999832,0.024850754515708375,,,,
2023,263,17,0.6799808820841952,17.88854381999832,0.024850754515708375,,,,
2023,263,3,,,,,0.0547174560812178,,
2023,263,4,,,,,0.0547174560812178,,
2023,263,5,,,,,0.0547174560812178,,
2023,264,12,,,,0.06706216021970463,,,
2023,264,15,0.24611853512755458,5.385164807134504,0.013028345166512044,,,,
2023,264,16,0.24611853512755458,5.385164807134504,0.013028345166512044,,,,
2023,264,17,0.24611853512755458,5.385164807134504,0.013028345166512044,,,,
2023,264,3,,,,,0.030560894194513574,,
2023,264,4,,,,,0.030560894194513574,,
2023,264,5,,,,,0.030560894194513574,,
2023,264,7,0.2981777993077285,19.339079605813716,0.01015578652788646,,,,
2023,264,8,0.2981777993077285,19.339079605813716,0.01015578652788646,,,,
2023,264,9,0.2981777993077285,19.339079605813716,0.01015578652788646,,,,
2023,265,12,,,,0.08798295289429649,,,
2023,265,3,,,,,0.038878728831528875,,
2023,265,4,,,,,0.038878728831528875,,
2023,265,5,,,,,0.038878728831528875,,
2023,265,7,0.33846532729037077,12.423096769056148,0.015251957979952024,,,,
2023,265,8,0.33846532729037077,12.423096769056148,0.015251957979952024,,,,
2023,265,9,0.33846532729037077,12.423096769056148,0.015251957979952024,,,,
